,name,price,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
88,"Mercedes-Benz M-класс 3.5 AT, 2014, 117 128 км",2499000, 2014, W166 (2011—2015), 117 128 км, 23 записи в отчёте Автотеки,, 2, Не битый, ML 300 3.5 4MATIC 7G-Tronic (249 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, WDC1*************, Возможен,
89,"Kia K5 2.5 AT, 2021, 58 130 км",2450000, 2021, III (2019—2023), 58 130 км, 6 записей в отчёте Автотеки,, 1, Не битый, 2.5 GDI AT (194 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Синий, Левый, XWEG*************, Возможен, GT Line
90,"Kia Cerato 1.6 MT, 2007, 261 300 км",475000, 2007, I рестайлинг (2006—2009), 261 300 км, 14 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (122 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Золотой, Левый, KNEF*************, Не интересует, LX
91,"Audi Q5 3.0 AMT, 2009, 201 000 км",1630000, 2009, I (2008—2012), 201 000 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 3.0 TDI quattro S tronic (239 л.с.), 3 л, Дизель, Робот, Полный, Внедорожник 5-дверный, Серый, Левый, WAUZ*************, Не интересует, Base
92,"Chrysler 300C 5.7 AT, 2005, 258 000 км",1200000, 2005, I (2004—2011), 258 000 км, 12 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 5.7 Hemi-V8 4WD AT (340 л.с.), 5.7 л, Бензин, Автомат, Полный, Универсал, Чёрный, Левый, 1C8G*************, Не интересует, Базовая
93,"Mercedes-Benz C-класс 1.6 AT, 2014, 147 600 км",2290000, 2014, W205/S205/C205/A205 (2014—2018), 147 600 км, 23 записи в отчёте Автотеки, Оригинал, 4+, Не битый, C 180 1.6 7G-Tronic (156 л.с.), 1.6 л, Бензин, Автомат, Задний, Седан, Чёрный, Левый, WDD2*************, Не интересует, Sport Особая серия
94,"Porsche Macan 2.0 AMT, 2020, 48 000 км",6700000, 2020, I рестайлинг (2018—2021), 48 000 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD PDK (252 л.с.), 2 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Серый, Левый, WP1Z*************, Не интересует, Macan
95,"Skoda Octavia 1.6 AT, 2018, 76 243 км",915000, 2018, III рестайлинг (2017—2020), 76 243 км, 31 запись в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Серебряный, Левый, XW8A*************,,
96,"Nissan X-Trail 2.0 AT, 2011, 134 000 км",1099000, 2011, II рестайлинг (2010—2015), 134 000 км, 6 записей в отчёте Автотеки,, 2, Не битый, 2.0 dCi 4WD AT (150 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z8NT*************, Возможен,
97,"Nissan Qashqai 2.0 CVT, 2019, 120 499 км",1399000, 2019, II рестайлинг (2017—2023), 120 499 км, 5 записей в отчёте Автотеки,, 2, Не битый, 2.0 CVT (144 л.с.), 2 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Чёрный, Левый, Z8NF*************,, SE+
98,"Toyota RAV4 2.0 CVT, 2011, 141 203 км",1309000, 2011, III рестайлинг (2010—2016), 141 203 км, 9 записей в отчёте Автотеки,, 1, Не битый, 2.0 4WD CVT (158 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Белый, Левый, JTMB*************, Возможен, Базовая
99,"Nissan Pathfinder 3.0 AT, 2013, 159 000 км",1349000, 2013, III рестайлинг (2010—2014), 159 000 км, 10 записей в отчёте Автотеки,, 1, Не битый, 3.0 dCi 4WD AT (231 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, Z8NJ*************, Возможен, LE
100,"BMW 5 серия 2.0 AT, 2019, 145 000 км",3750000, 2019, G30/G31 (2016—2020), 145 000 км, 22 записи в отчёте Автотеки, Оригинал, 2, Не битый, 530i 2.0 xDrive Steptronic (249 л.с.), 2 л, Бензин, Автомат, Полный, Седан, Синий, Левый, X4XJ*************, Не интересует, M Sport
101,"Honda CR-V 2.0 AT, 2004, 374 000 км",560000, 2004, II рестайлинг (2004—2006), 374 000 км, 6 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, SHSR*************, Не интересует, Базовая
102,"ГАЗ ГАЗель 3302 2.9 MT, 2013, 167 200 км",1375000, 2013, II (2010—2024), 167 200 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.9 MT (107 л.с.), 2.9 л, Бензин, Механика, Задний, Фургон, Белый, Левый, XU42*************,, Базовая
103,"Kia Sorento Prime 2.2 AT, 2017, 139 000 км",1749000, 2017, III (2014—2017), 139 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.2 CRDi AT (200 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, XWEP*************,,
104,"Kia Sorento 2.4 AT, 2017, 139 000 км",1329000, 2017, II рестайлинг (2012—2021), 139 000 км, 2 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.4 4WD AT (175 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, XWEK*************,,
105,"Toyota Camry 2.5 AT, 2018, 139 000 км",1499000, 2018, XV70 (2017—2021), 139 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.5 AT (181 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XW7B*************,,
106,"Hyundai Solaris 1.6 AT, 2018, 240 000 км",995000, 2018, II (2017—2020), 240 000 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, Z94K*************, Не интересует, Elegance 2018
107,"Kia Sportage 2.0 MT, 2010, 315 457 км",750000, 2010, II рестайлинг (2008—2010), 315 457 км, 5 записей в отчёте Автотеки,, 3, Не битый, 2.0 MT (141 л.с.), 2 л, Бензин, Механика, Передний, Внедорожник 5-дверный, Чёрный, Левый, XWEK*************,,
108,"Skoda Octavia 1.6 AT, 2018, 219 000 км",1050000, 2018, III рестайлинг (2017—2020), 219 000 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Белый, Левый, XW8A*************, Не интересует, Active
109,"Kia K5 2.5 AT, 2020, 108 000 км",1455000, 2020, III (2019—2023), 108 000 км, 10 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.5 GDI AT (194 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XWEG*************,,
110,"Ford Focus 1.6 MT, 2013, 146 000 км",665000, 2013, III (2011—2015), 146 000 км, 10 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (125 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Синий, Левый, X9FK*************, Не интересует,
111,"Volkswagen Passat CC 2.0 AT, 2008, 210 000 км",900000, 2008, B6 (2008—2012), 210 000 км, 21 запись в отчёте Автотеки, Дубликат, 4+, Не битый, 2.0 TSI AT (200 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Серый, Левый, WVWZ*************, Возможен, Sport
112,"Iran Khodro Samand 1.6 MT, 2008, 105 000 км",160000, 2008, I (2002—2024), 105 000 км, 12 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (110 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Бежевый, Левый, NAAC*************, Не интересует, Базовая
113,"Volkswagen Jetta 1.6 AMT, 2009, 177 000 км",499000, 2009, V (2005—2011), 177 000 км, 10 записей в отчёте Автотеки,, 2, Не битый, 1.6 DSG (102 л.с.), 1.6 л, Бензин, Робот, Передний, Седан, Чёрный, Левый, XW8Z*************, Возможен, Trendline
114,"Kia Sorento 2.4 AT, 2009, 159 400 км",1095000, 2009, II (2009—2012), 159 400 км, 20 записей в отчёте Автотеки,, 2, Не битый, 2.4 4WD AT (175 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, KNAK*************, Возможен, Premium
115,"Kia Sportage 2.0 AT, 2020, 45 479 км",2299000, 2020, IV рестайлинг (2018—2022), 45 479 км,,, 1, Не битый, 2.0 CRDi 4WD AT (185 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, KNAP*************, Возможен, Premium
116,"Kia Optima 2.4 AT, 2019, 69 000 км",1350000, 2019, IV рестайлинг (2018—2020), 69 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.4 GDI AT (188 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XWEG*************, Не интересует, GT Line
117,"Audi RS Q3 2.5 AMT, 2013, 107 000 км",2700000, 2013, 8U (2013—2015), 107 000 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.5 TFSI quattro S tronic (310 л.с.), 2.5 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Чёрный, Левый, WUAZ*************, Не интересует, Base
118,"Opel Astra GTC 1.8 MT, 2007, 242 290 км",489000, 2007, H рестайлинг (2006—2014), 242 290 км, 4 записи в отчёте Автотеки, Оригинал, 4+, Не битый, 1.8 MT (140 л.с.), 1.8 л, Бензин, Механика, Передний, Хетчбек 3-дверный, Бежевый, Левый, W0L0*************, Не интересует, Cosmo
119,"Mitsubishi L200 2.5 AT, 2013, 127 000 км",1399000, 2013, IV (2006—2014), 127 000 км, 12 записей в отчёте Автотеки,, 1, Не битый, 2.5 DI-D AT (136 л.с.) 4WD, 2.5 л, Дизель, Автомат, Полный, Пикап, Белый, Левый, MMCJ*************, Возможен, Базовая
120,"Ford Mondeo 2.3 AT, 2010, 170 000 км",820000, 2010, IV (2006—2010), 170 000 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.3 AT (161 л.с.), 2.3 л, Бензин, Автомат, Передний, Седан, Синий, Левый, X9FD*************, Не интересует, Titanium X
121,"Volkswagen Touareg 3.0 AT, 2015, 146 000 км",2379000, 2015, II рестайлинг (2014—2018), 146 000 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 3.0 TDI 4Motion AT (204 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, XW8Z*************,,
122,"Volkswagen Jetta 1.6 AT, 2010, 162 000 км",549000, 2010, V (2005—2011), 162 000 км, 17 записей в отчёте Автотеки,, 2, Не битый, 1.6 AT (102 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Синий, Левый, XW8Z*************, Возможен, Базовая
123,"BMW X3 2.0 AT, 2013, 146 000 км",1410000, 2013, F25 (2010—2014), 146 000 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, 20d 2.0 xDrive AT (184 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, X4XW*************,,
